ID,Name,lon,lat
D73,Monroe,-83.7,33.78333333333333
VAD,Moody Afb/Valdos,-83.2,30.97
VAX,Moody Afb/88D,-83.0,30.88
MGR,Moultrie Muni,-83.8,31.08
MUL,Moultrie/Spence,-83.7,31.13
CCO,Newnan,-84.77,33.32
PDK,Peachtree/Dekalb,-84.3,33.88
FFC,Peachtree City,-84.57,33.35
PXE,Perry,-83.77,32.52
PIM,Pine Mountain,-84.88333333333334,32.833333333333336
ALR,Atlanta Rfc,-84.57,33.36
JGX,Robins Afb/88D,-83.35,32.68
RMG,Rome,-85.17,34.35
OKZ,Sandersville,-82.83,32.97
SAV,Savannah,-81.2,32.11
SVN,Savannah/Hunter,-81.15,32.02
TBR,Statesboro,-81.73,32.47
SBO,Swainsboro,-82.37,32.61
JYL,Sylvania,-81.59,32.65
TMA,Tifton,-83.48,31.43
OPN,Thomaston Upson,-84.27,32.95
TVI,Thomasville,-83.88,30.9
TOC,Toccoa,-83.3,34.6
ODF,Toccoa Vor,-83.3,34.7
VLD,Valdosta Regiona,-83.27,30.78
VDI,Vidalia Muni,-82.37,32.2
WRB,Warner Robins Af,-83.58,32.61
IIY,Washington,-82.82,33.78
AYS,Waycross/Ware Co,-82.4,31.25
WDR,Winder/Barrow,-83.67,33.97
11J,Blakely Early C,-84.9,31.4
47A,Canton/Cherokee,-84.42,34.32
AXA,Algona,-94.27,43.07
AMW,Ames,-93.62,41.98
IKV,Ankeny,-93.57,41.68
AIO,Atlantic,-95.03,41.38
ADU,Audubon,-94.92,41.7
BNW,Boone Muni,-93.83,42.03
BRL,Burlington,-91.13,40.77
CIN,Carroll,-94.77,42.03
CID,Cedar Rapids,-91.72,41.88
TVK,Centerville Muni,-92.9,40.68
CNC,Chariton,-93.37,41.02
CCY,Charles City,-92.62,43.07
CKP,Cherokee,-95.55,42.73
ICL,Clarinda,-95.02,40.72
CAV,Clarion,-93.77,42.75
CWI,Clinton Muni,-90.32,41.82
CBF,Council Bluffs,-95.77,41.27
CSQ,Creston,-94.37,41.02
DVN,Davenport/Quad C,-90.58,41.62
DEH,Decorah,-91.72,43.27
DNS,Denison,-95.37,41.97
DSM,Des Moines,-93.67,41.53
DBQ,Dubuque,-90.7,42.4
EST,Estherville,-94.75,43.4
FFL,Fairfield,-91.97,41.03
FXY,Forest City,-93.62,43.23
FOD,Fort Dodge,-94.17,42.53
FSW,Fort Madison,-91.32,40.67
GGI,Grinnell Reg,-92.73,41.72
HPT,Hampton,-93.23333333333333,42.71666666666667
HNR,Harlan Muni,-95.33,41.58
IIB,Independence,-91.95,42.45
IOW,Iowa City,-91.55,41.63
IFA,Iowa Falls Muni,-93.27,42.47
DMX,Johnston/Desmoin,-93.72,41.73
EOK,Keokuk Muni,-91.42,40.47
OXV,Knoxville,-93.12,41.28
LWD,Lamoni,-93.9,40.63
LMN,Lamoni,-93.97,40.6
LRJ,Le Mars,-96.2,42.77
MIW,Marshalltown,-92.92,42.12
MCW,Mason City,-93.33,43.15
MXO,Monticello Muni,-91.17,42.22
MPZ,Mt Pleasant,-91.52,40.95
MUT,Muscatine,-91.15,41.37
TNU,Newton Muni,-93.02,41.67
OLZ,Oelwen,-91.97,42.67
ORC,Orange City,-96.07,42.97
I75,Osceola Muni,-93.68,41.05
OOA,Oskaloosa Muni,-92.5,41.23
OTM,Ottumwa,-92.45,41.1
PEA,Pella,-92.95,41.4
PRO,Perry Muni,-94.17,41.83
RDK,Red Oak,-95.27,41.02
SHL,Sheldon,-95.82,43.22
SDA,Shenandoah Muni,-95.42,40.75
SUX,Sioux City,-96.38,42.38
SPW,Spencer,-95.22,43.17
SLB,Storm Lake,-95.22,42.6
VTI,Vinton,-92.02,42.22
AWG,Washington,-91.67,41.27
ALO,Waterloo,-92.4,42.55
EBS,Webster City,-93.87,42.42
0Y7,Lamoni,-93.9,40.63
3OI,Lamoni,-93.95,40.61
3SE,Spencer,-95.15,43.17
CBX,Ada County/Boise,-116.23,43.48
BOI,Boise,-116.23,43.57
BYI,Burley,-113.77,42.55
65S,Bonners Ferry,-116.3,48.73
EUL,Caldwell,-116.62,43.62
LLJ,Challis,-114.22,44.52
COE,Coeur D'Alene,-116.82,47.77
DIJ,Driggs Reed Mem,-111.1,43.75
DBS,Dubios (Vor),-112.22,44.08
GIC,Grangeville,-116.12,45.95
SUN,Hailey/Friedman,-114.28,43.5
IDA,Idaho Falls,-112.07,43.52
JER,Jerome County,-114.45,42.72
LWS,Lewiston,-117.02,46.37
P69,Lowell/Elk City,-115.6,46.15
MLD,Malad City,-112.28,42.17
77M,Malta (Awrs),-113.32,42.32
MYL,Mccall,-116.1,44.9
DNJ,Mccall (Vor),-116.22,44.77
MUO,Mountain Home,-115.87,43.03
MLP,Mullan Pass,-115.67,47.45
MAN,Nampa,-116.52,43.58
PIH,Pocatello,-112.57,42.92
RXE,Rexburg,-111.8,43.83
LKT,Salmon/Vor,-114.08,45.02
SMN,Salmon/Lemhi,-113.87,45.12
U78,Soda Springs,-111.57,42.63
S14,Spencer,-112.17,44.35
SFX,Springfield/Pih,-112.68,43.1
SNT,Stanley,-114.93,44.17
TWF,Twin Falls,-114.48,42.48
SZT,Wall/Sandpoint,-116.57,48.3
U35,Caldwell (Awos),-116.62,43.62
U15,Challis,-114.22,44.52
GNG,Gooding,-114.77,42.92
U73,Jerome,-114.45,42.73
S06,Mullan (Awrs),-115.78,47.47
U11,Rexburg,-111.8,43.83
27U,Salmon (Awrs),-113.9,45.17
MI1,Saylor Creek,-115.5,42.5
S80,Grangeville,-116.12,45.95
ALN,Alton/St Louis R,-90.03,38.88
BMI,Bloomington/Norm,-88.92,40.47
BDF,Bradford/Vor,-89.58,41.15
CPS,Cahokia/St Louis,-90.15,38.57
CIR,Cairo,-89.22,37.07
MDH,Carbondale/Murph,-89.25,37.78
CUL,Carmi Muni,-88.12,38.08
ENL,Centralia,-89.1,38.52
CMI,Champaign/Urbana,-88.27,40.03
MDW,Chicago,-87.75,41.78
ORD,Chicago O'Hare,-87.93,41.98
ARR,Chicago/Aurora,-88.48,41.77
DPA,Chicago/Dupage,-88.25,41.92
CGX,Chicago/Meigs,-87.58,41.87
IGQ,Chicago/Lansing,-87.53,41.53
ZAU,Chicago/Artcc,-88.33,41.78
DNV,Danville,-87.6,40.2
DEC,Decatur,-88.85,39.83
AXC,Decatur,-88.85,39.83
DKB,De Kalb,-88.7,41.93
C73,Dixon,-89.45,41.83
1H2,Effingham,-88.53,39.07
FWC,Fairfield,-88.42,38.38
FEP,Freeport,-89.58,42.25
FOA,Flora,-88.45,38.67
GBG,Galesburg,-90.43,40.93
GRE,Greenville,-89.38,38.83
HSB,Harrisburg,-88.55,37.82
IJX,Jacksonville,-90.25,39.77
JOT,Joliet,-88.18,41.52
IKK,Kankakee,-87.85,41.07
C75,Lacon,-89.38,41.02
LWV,Lawrenceville,-87.6,38.77
ILX,Lincoln,-89.33,40.15
AAA,Lincoln,-89.33,40.17
3LF,Litchfield Muni,-89.67,39.17
MQB,Macomb Muni,-90.65,40.52
MWA,Marion Regional,-89.02,37.77
MMO,Marseilles,-88.67,41.37
MTO,Mattoon/Charlest,-88.27,39.47
M30,Metropolis,-88.75,37.18
MLI,Moline/Quad City,-90.52,41.45
C56,Monee,-87.68,41.38
C09,Morris-Washburn,-88.42,41.43
AJG,Mount Carmel,-87.73,38.61
I63,Mount Sterling,-90.8,39.98
MVN,Mount Vernon,-88.87,38.32
OLY,Olney-Noble,-88.18,38.72
PWK,Palwaukee,-87.9,42.12
PIA,Peoria,-89.68,40.67
PRG,Paris,-87.67,39.7
VYS,Peru,-89.15,41.35
PPQ,Pittsfield,-90.78,39.63
PNT,Pontiac,-88.62,40.92
UIN,Quincy Muni/Bald,-91.2,39.95
TIP,Rantoul,-88.15,40.28
RSV,Robinson Muni,-87.65,39.02
RFD,Rockford,-89.1,42.2
RPJ,Rochelle/Koritz,-89.08,41.88
LOT,Romeoville/Chi,-88.1,41.6
SLO,Salem/Leckrone,-88.97,38.65
SFY,Savanna/Tritown,-90.12,42.05
06C,Schaumburg,-88.1,41.983333333333334
BLV,Scott Afb/Bellev,-89.83,38.53
SAR,Sparta,-89.7,38.15
SPI,Springfield,-89.68,39.85
SQI,Sterling Rockfal,-89.67,41.75
TAZ,Taylorville,-89.33,39.53
VLA,Vandalia,-89.17,38.97
UGN,Waukegan,-87.87,42.42
CHI,Chicago,-87.88,42.0
NBU,Glenview Nas,-87.82,42.08
3LC,Lincoln,-89.33,40.17
2I5,Rantoul,-88.15,40.29
12C,Rochelle/Koritz,-89.07,41.88
AID,Anderson Municip,-85.62,40.11
ANQ,Angola,-85.08,41.63
HBE,Atterbury,-86.03333333333333,39.333333333333336
GWB,Auburn Dekalb C,-85.07,41.3
BMG,Bloomington,-86.62,39.15
BAK,Columbus/Balkala,-85.9,39.27
CFJ,Crawfordsville,-86.92,39.98
DCY,Daviess County,-87.13,38.7
EKM,Elkhart Municipa,-86.0,41.72
EVV,Evansville,-87.52,38.04
VWX,Evansville,-87.72,38.27
FWA,Fort Wayne,-85.18,40.98
FKR,Frankfort,-86.57,40.27
FRH,French Lick,-86.63333333333334,38.5
GYY,Gary Regional,-87.42,41.62
GSH,Goshen,-85.78,41.53
4I7,Greencastle,-86.82,39.63
GPC,Greencastle,-86.81666666666666,39.63333333333333
HFY,Fishers,-86.08333333333333,39.63333333333333
GUS,Grissom Afb/Peru,-86.15,40.63
1II,Himsel Aaf,-86.03,39.33
HNB,Huntingburg,-86.95,38.25
HHG,Huntington,-85.45,40.85
EYE,Indianapolis,-86.3,39.83
IND,Indianapolis,-86.3,39.72
ZID,Indianapol/Artcc,-86.28,39.72
TYQ,Indianapolis Exc,-86.25,40.03
MQJ,Indianapolis Reg,-85.9,39.85
C62,Kendalville,-85.27,41.47
OXI,Knox Starke Cty,-86.67,41.33
OKK,Kokomo,-86.07,40.53
LAF,Lafayette,-86.93,40.42
BVT,Lafayette Vor,-87.07,40.57
PPO,La Porte,-86.73,41.57
GGP,Logansport,-86.37,40.72
IMS,Madison,-85.47,38.77
MZZ,Marion Muni,-85.68,40.47
MGC,Michigan City,-86.82,41.7
MCX,Monticello,-86.77,40.72
MIE,Muncie,-85.4,40.22
IWX,North Webster,-85.7,41.37
PXV,Pocket City Vor,-87.77,37.93
PLD,Portland,-84.98333333333333,40.45
C65,Plymouth,-86.3,41.36666666666667
RZL,Rensselaer,-87.18,40.95
RID,Richmond,-84.85,39.75
RCR,Rochester,-86.18,41.07
GEZ,Shelbyville,-85.8,39.58
SBN,South Bend,-86.32,41.7
HUF,Terre Haute,-87.3,39.45
TTH,Terre Haute Vor,-87.25,39.47
VPZ,Valparaiso,-87.0,41.45
ASW,Warsaw Muni,-85.83,41.27
HLB,Batesville,-85.27,39.35
I14,Indianapolis/Eag,-86.3,39.83
3SM,Shelbyville,-85.8,39.58
TWX,Alma/Topeka,-96.23,39.0
3AU,Augusta,-97.08,37.67
K88,Iola,-95.38,37.87
1K1,Benton,-97.12,37.77
UKL,Burlington,-95.73,38.29
CNU,Chanute,-95.48,37.67
CFV,Coffeyville,-95.57,37.08
CNK,Concordia,-97.65,39.54
DDC,Dodge City,-99.97,37.77
EQA,El Dorado,-96.82,37.78
EHA,Elkhart,-101.9,37.0
EMP,Emporia,-96.2,38.33
FLV,Fort Leavenworth,-94.92,39.36
FRI,Ft Riley/Marshal,-96.77,39.03
GCK,Garden City,-100.72,37.92
K68,Garnett,-95.22,38.28
GLD,Goodland,-101.7,39.36
GBD,Great Bend,-98.87,38.35
8K2,Harper,-98.05,37.28
HVL,Haviland Profile,-99.1,37.65
HYS,Hays Muni,-99.27,38.85
HLC,Hill City,-99.83,39.36
HUT,Hutchinson,-97.87,38.07
HQG,Hugoton,-101.37,37.17
IDP,Independence,-95.78,37.17
JN8,Jennings,-100.3,39.68
JHN,Johnson,-101.73,37.58
LWC,Lawrence,-95.22,39.02
3K7,Leoti/Hoard Meml,-101.35,38.45
LBL,Liberal,-100.97,37.03
LYO,Lyons,-98.23333333333333,38.35
MHK,Manhattan,-96.68,39.13
MYZ,Marysville,-96.63,39.85
IAB,Mcconnell Afb,-97.27,37.61
P28,Medicine Lodge,-98.55,37.28
AL8,New Almelo,-100.12,39.6
EWK,Newton,-97.27,38.03
IXD,Olathe/Industria,-94.88,38.82
OJC,Olathe/Executive,-94.73,38.85
OSW,Oswego/Vor,-95.2,37.15
OWI,Ottawa,-95.25,38.53
PPF,Parsons,-95.5,37.33
PTS,Pittsburg,-94.73,37.45
PTT,Pratt Indust,-98.75,37.7
RSL,Russell,-98.82,38.86
SLN,Salina,-97.65,38.78
FOE,Topeka/Forbes,-95.65,38.93
TOP,Topeka,-95.63,39.07
WK6,Wakeeney,-99.88,39.03
ICT,Wichita,-97.43,37.65
AAO,Wichita/Jabara,-97.22,37.75
BEC,Wichita/Beech,-97.21666666666667,37.7
WLD,Winfield/Arkansa,-97.03,37.17
1K5,Elkhart,-101.88,37.0
3KM,Wichita/Jabara,-97.22,37.75
OIN,Oberlin,-100.53,39.83
19S,Sublette,-100.83333333333333,37.483333333333334
3K3,Syracuse,-101.75,38.0
NRN,Norton,-99.9,39.85
TRB,Tribune,-101.75,38.45
CBK,Colby,-101.05,39.43
GNL,Grinnell,-100.62,39.13
HOX,Hoxie,-100.43,39.36
PHG,Phillipsburg,-99.32,39.72
HD7,Herndon,-100.83,39.92
LG5,Logan,-99.57,39.67
SYF,St Francis,-101.8,39.77
K78,Abilene,-97.23,38.9
9K7,Ellsworth,-98.23,38.75
13K,Eureka,-96.3,37.85
FSK,Fort Scott,-94.77,37.79
2K3,Johnson,-101.73,37.58
9K8,Kingman,-98.12,37.67
MPR,Mcpherson,-97.68,38.35
OEL,Oakley,-100.82,39.11
TQK,Scott City,-100.88,38.47
K82,Smith Center,-98.8,39.77
ULS,Ulysses,-101.37,37.6
EGT,Wellington,-97.38,37.32
DWU,Ashland,-82.73,38.55
BRY,Bardstown,-85.5,37.81666666666667
SJS,Big Sandy Rgnl,-82.63,37.75
BWG,Bowling Gree,-86.42,36.97
AAS,Campbellsville,-85.31666666666666,37.35
CVG,Covington,-84.67,39.04
DVK,Danville,-84.77,37.58
HPX,Hopkinton/F Camb,-87.28,36.72
HOP,Hopkinsville,-87.5,36.67
K62,Falmouth,-84.4,38.7
FGX,Flemingsburg,-83.75,38.55
LVX,Fort Knox/88D,-85.95,37.97
FTK,Fort Knox/Godman,-85.97,37.88
FFT,Frankfort,-84.9,38.18
27K,Georgetown,-84.43333333333334,38.233333333333334
GLW,Glasgow,-85.95,37.03
M21,Greenville,-87.15,37.23
I35,Harlan,-83.37,36.86
EHR,Henderson City,-87.67,37.82
6I2,Springfield,-85.25,37.63
KY8,Lewisport,-86.85,37.95
LEX,Lexington,-84.6,38.03
LOZ,London,-84.07,37.08
SDF,Louisville,-85.73,38.18
LOU,Louisville/Bowmn,-85.67,38.22
LMK,Louisville/Wfo,-85.67,38.22
IIU,Louisville Vor,-85.58,38.1
2I0,Madisonville,-87.4,37.35
5M9,Marion,-88.12,37.33
M25,Mayfield,-88.58,36.77
1A6,Middlesboro-Bell,-83.73,36.61
EKQ,Monticello/Wayne,-84.85,36.85
M97,Morehead,-83.58,38.22
SYM,Morehead,-83.58,38.22
IOB,Mount Sterling,-83.98,38.04
CEY,Murray Kyle-Oak,-88.37,36.67
JKL,Noctor/Jackson,-83.32,37.6
OWB,Owensboro/Davies,-87.17,37.72
PAH,Paducah,-88.77,37.07
PBX,Pikeville,-82.57,37.57
I39,Richmond/Madison,-84.33,37.63
RGA,Richmond,-84.33333333333333,37.63333333333333
SME,Somerset,-84.62,37.04
TZV,Tompkinsville,-85.65,36.72
EKX,Elizabeth,-85.87,37.72
I26,Henderson City,-87.67,37.82
5I3,Pikeville (Ramos,-82.52,37.47
K22,Prestonburg,-82.63,37.75
BYL,Williamsburg,-84.2,36.8
IYA,Abbeville Cc Mem,-92.08,29.98
AEX,Alexandria,-92.57,31.33
ESF,Alexandria,-92.28,31.4
7R3,Amelia/Lake Palo,-91.08,29.68
AUD,Audubon Park,-90.13,29.93
BAD,Barksdale Afb,-93.67,32.5
BQP,Bastrop Morehous,-91.88,32.75
BTR,Baton Rouge,-91.15,30.53
BXA,Bogalusa Carr F,-89.87,30.82
BVE,Boothville,-89.4,29.32
LNQ,Boothville Hel,-89.43333333333334,29.35
7R5,Cameron Heliport,-93.28,29.77
CVW,Cameron,-93.3,29.78
CWF,Chenault/Lk Chas,-93.15,30.22
5R8,Dequincey Ind Ar,-93.47,30.43
DRI,Deridder/Fss,-93.33,30.83
3B6,Eugene Is 330,-91.68,28.23
POE,Fort Polk Fr,-93.2,31.05
AQV,Peason Ridg/Polk,-93.3,31.4
BKB,Fullerton/Polk,-92.92,31.0
DNK,Self Strip/Polk,-93.15,31.12
9F2,Fourchon (Sawrs),-90.2,29.1
XPY,Port Fourchon,-90.2,29.12
GAO,Galliano,-90.27,29.45
2GL,Galliano Heliprt,-90.3,29.42
2LS,Galliano,-90.3,29.416666666666668
SQE,Ship Shoal 354,-90.82,28.08
REG,Gonzales,-90.93333333333334,30.166666666666668
3L4,Grand Chenier,-92.8,29.8
AXO,Grand Isle (Sawr,-89.97,29.25
LEV,Grand Isle (Vor),-90.1,29.18
XCN,Green Canyon 184,-91.52,27.77
28K,Green Canyon 52,-91.5,27.88
HDC,Hammond,-90.42,30.52
H02,High Island 334A,-93.4,28.1
H08,High Is. 264C,-93.73,28.47
H78,Offshore,-88.48,28.18
HUM,Houma Terrebonne,-90.67,29.57
7R4,Intracoastal Cit,-92.12,29.77
3R7,Jennings,-92.67,30.25
LFT,Lafayette,-92.0,30.2
LCH,Lake Charles,-93.22,30.13
3F3,Mansfield,-93.76666666666667,32.06666666666667
5LA,Venice,-89.36666666666666,29.3
MNE,Minden,-93.3,32.65
DSF,Mississippi Cany,-88.26666666666667,28.35
MLU,Monroe,-92.03,32.52
IER,Natchitoches,-93.1,31.73
ARA,New Iberia,-91.88,30.03
NEW,New Orleans/Lake,-90.03,30.05
NBG,New Orleans Nas,-90.02,29.82
MSY,New Orleans/Intl,-90.25,30.0
VSH,Vosika,-85.6,30.78
7N0,New Orleans/Down,-90.08,29.95
HZR,New Roads,-91.48,30.72
HRV,Harvey/N Orleans,-90.0,29.85
ACP,Oakdale Allen P,-92.68,30.75
OPL,Opelousas,-92.1,30.55
1L0,Reserve,-90.58,30.08
APS,Reserve,-90.58333333333333,30.083333333333332
RSN,Ruston Regional,-92.58,32.52
PTN,Patterson Memori,-91.32,29.72
P92,Salt Point,-91.53,29.57
GSM,Ship Shoal 207,-90.98,28.53
DTN,Shreveport/Dwntn,-93.75,32.54
SHV,Shreveport,-93.83,32.45
EIC,Shreveport(Vor),-93.82,32.77
LIX,Slidell/88D,-89.83,30.33
ASD,Slidell 22,-89.82,30.35
ORN,New Orleans Rfc,-89.77,30.25
SRN,S Marsh Isl 268,-91.87,29.12
7R8,S Marsh Island,-91.97,28.3
S58,South Timbalier,-90.57,28.52
UXL,Sulphur,-93.38,30.13
TVR,Tallulah/Vicksbu,-91.03,32.35
0R4,Vidalia,-91.5,31.57
1B7,Venice Heliport,-89.43,29.35
E12,E. Cameron 346,-92.7,28.07
W60,W. Cameron 560,-93.35,28.15
4CO,Phi Oil Platf,-93.18,29.78
4C0,Phi Oil Platf,-93.18,29.78
0R3,Abbeville Cc Mem,-92.08,29.98
01R,Alexandria/Afb,-92.57,31.13
2F8,Bastrop Morehous,-91.88,32.75
41I,Eugene Is. 266C,-91.78,28.47
L49,Galliano,-90.27,29.45
GHB,Garden Banks172,-91.98,27.83
L38,Gonzales,-90.93,30.17
L29,Grand Cheiner,-92.83,29.8
G01,Green Canyon 184,-91.5,27.9
01T,High Island 511,-94.4,28.13
H39,High Is. A572C,-93.98,27.95
L40,High Is. A489B,-94.2,28.2
7R2,Leeville,-90.23,29.22
F24,Minden,-93.3,32.65
1G7,Miss. Canyon,-89.05,28.78
L42,Oakdale Allen P,-92.68,30.75
S02,Ship Shoal 224A,-91.3,28.5
S65,Ship Shoal 198G,-91.2,28.5
6R0,Slidell,-89.82,30.35
SIL,Slidell,-89.77,30.25
L75,Southland Field,-93.37,30.13
H18,S. Pass Blk 62A,-89.13,28.98
3V8,Venice/Heliport,-89.2,29.12
7W2,Vermillion,-92.47,28.58
VRX,Vermillion Area,-92.45,28.05
7R1,Venice,-89.37,29.27
W76,W. Cameron 522,-93.5,28.37
37C,W. Cameron 556,-93.5,28.37
7B5,W. Cameron 587,-93.2,28.08
MPM,Main Pass 299,-88.77,29.27
CYD,Miss Canyan 807,-89.22,28.17
IPN,Indepedence 920,-87.98,28.08
GBK,Magnolia Oilp,-92.2,27.2
SPR,Ship Shoal178,-91.2,28.6
MDJ,Miss Canyon 311A,-89.8,28.65
EHC,E Cameron278Oilp,-92.88,28.43
VBS,Sabine 13B  Oilp,-93.63,29.48
SCF,S Marsh268  Oilp,-91.87,29.12
VNP,Vermillion26Oilp,-92.37,29.47
EIR,Eugene I 215Oilp,-91.48,28.63
ATP,Atlantis    Oilp,-90.03,27.2
CMB,E Cameron 47Jp,-92.98,29.43
GRY,Green Canyon 338,-90.45,27.63
18H,Keathley C 875,-92.03333333333333,26.133333333333333
XIH,High Is. 179A,-94.52,29.18
VKY,Main Pass 289C,-88.43,29.25
MIS,Main Pass 140B,-88.85,29.3
STZ,S Timbalier 301B,-90.67,28.17
VQT,Vermilion 331,-92.27,28.27
IKT,Miss Canyon 474,-88.28,28.52
BED,Bedford,-71.3,42.47
BVY,Beverly,-70.92,42.58
BOS,Boston,-71.02,42.37
BOX,Boston/Taunton,-71.13,41.95
TAR,Boston/Rfc,-71.13,41.95
CHH,Chatham,-69.97,41.67
CQX,Chatham,-70.0,41.68
CEF,Chicopee/Westove,-72.52,42.2
MQE,East Milton,-71.12,42.22
FMH,Falmouth/Otis Ab,-70.52,41.63
FIT,Fitchburg,-71.75,42.55
HYA,Hyannis,-70.27,41.67
LWM,Lawrence,-71.13,42.72
GHG,Marshfield,-70.67,42.1
MVY,Marthas Vineyard,-70.62,41.4
ACK,Nantucket,-70.06,41.25
EWB,New Bedford,-70.95,41.68
AQW,North Adams,-73.17,42.7
OWD,Norwood,-71.17,42.18
ORE,Orange,-72.28,42.57
PSF,Pittsfield,-73.28,42.43
PYM,Plymouth,-70.73,41.92
PVC,Provincetown,-70.22,42.07
NZW,South Weymouth,-70.92,42.13
TAN,Taunton,-71.02,41.88
BAF,Westfield,-72.72,42.17
ORH,Worcester,-71.87,42.27
9B4,Ashburnham,-71.87,42.65
AYE,Ayer,-71.59,42.57
8B5,Barre Falls,-72.06,42.42
GDM,Gardner,-71.97,42.57
GBR,G Barrington,-73.34,42.2
7B2,Knightville,-72.87,42.27
3B2,Marshfield,-70.67,42.1
2B2,Newburyport,-70.92,42.82
2B6,North Adams,-73.18,42.7
WOR,Worthington,-72.92,42.38
APG,Aberdeen/Phillip,-76.17,39.47
NAK,Annapolis/Naval,-76.48,38.97
ADW,Andrews Afb,-76.87,38.82
BWI,Balto/Wash Intl,-76.68,39.17
MTN,Baltimore/Martin,-76.42,39.32
DMH,Baltimore/Dwntwn,-76.62,39.28
CGE,Cambridge-Dorch,-76.03,38.53
RSP,Nsf Thurmont,-77.47,39.65
WNO,Camp Spring/Ncep,-76.93,38.85
WNH,Camp Springs/Hpc,-76.93,38.85
WNM,Camp Springs/Mpc,-76.93,38.85
WNC,Camp Springs/Cpc,-76.93,38.85
WNB,Camp Springs/Dbc,-76.93,38.85
DMW,Carroll Cnty,-77.0,39.6
W32,Clinton,-76.93,38.75
CGS,College Park,-76.92,38.97
CBE,Cumberland Reg,-78.77,39.61
ESN,Easton/Newnam,-76.06,38.79
FME,Fort Meade,-76.77,39.08
JWX,Fort Ritchie,-77.42,39.72
FDK,Frederick,-77.37,39.42
2G4,Garrett Co,-79.33,39.58
GAI,Gaithersburg,-77.17,39.17
HGR,Hagerstown,-77.73,39.7
OXB,Ocean City,-75.12,38.32
NHK,Patuxent River,-76.4,38.27
RJD,Ridgely,-75.87,38.97
SBY,Salisbury,-75.5,38.33
W29,Stevensville,-76.33,38.97
2W6,St Marys (Duke),-76.55,38.32
DVD,Camp David,-77.47,39.65
43M,Fort Ritchie/Sit,-77.42,39.72
N80,Ocean City,-75.12,38.32
NUI,Webster Naval,-76.43,38.15
EMI,Westminster,-76.98,39.5
LEW,Auburn/Lewiston,-70.27,44.03
AUG,Augusta,-69.8,44.32
BGR,Bangor,-68.81,44.8
BHB,Bar Harbor,-68.37,44.45
NHZ,Brunswick Nas,-69.92,43.87
CAR,Caribou,-68.02,46.87
B21,Carrabassett,-70.22,45.08
40B,Clayton Lake,-69.52,46.62
EPM,Eastport,-67.02,44.92
FVE,Frenchville,-68.3,47.28
IZG,Fryeburg,-70.95,43.98
GYX,Gray/Portland,-70.25,43.88
GNR,Greenville,-69.55,45.47
CBW,Houlton/88D,-67.8,46.03
HUL,Houlton,-67.8,46.12
ENE,Kennebunkport,-70.62,43.43
MLT,Millinocket,-68.7,45.65
OLD,Old Town/Dewitt,-68.67,44.95
PWM,Portland,-70.3,43.65
PQI,Presque Isle,-68.03,46.67
RKD,Rockland/Knox,-69.08,44.07
SFM,Sanford Muni,-70.72,43.38
WVL,Waterville,-69.67,44.52
IWI,Wiscasset,-69.72,43.97
47B,Eastport,-67.0,44.92
B20,Freyburg,-70.95,43.98
3B1,Greenville,-69.55,45.47
2B7,Harmony,-69.62,44.93
LIZ,Loring Afb,-67.88,46.95
8B0,Rangeley,-70.7,44.97
RUM,Rumford,-70.53,44.53
9B6,Sewel Ridge,-68.0,43.0
9B9,Wiscasset,-69.72,43.97
ADG,Adrian,-84.08,41.87
AMN,Alma,-84.68,43.32
APN,Alpena,-83.57,45.07
ARB,Ann Arbor,-83.73,42.22
BAX,Bad Axe,-82.98,43.78
BTL,Battle Creek,-85.23,42.32
ACB,Bellaire,-85.2,44.98
SJX,Beaver Island,-85.57,45.7
BEH,Benton Harbor,-86.42,42.13
RQB,Big Rapids,-85.5,43.72
CAD,Cadillac/Wexford,-85.42,44.27
CFS,Caro/Tuscola,-83.45,43.47
CVX,Charlevoix,-85.27,45.3
FPK,Charlotte,-84.82,42.57
SLH,Cheboygan,-84.52,45.65
CIU,Chippewa Intl,-84.47,46.25
OEB,Coldwater,-85.03,41.92
P59,Copper Harbor,-87.88,47.47
DET,Detroit/City Air,-83.02,42.4
YIP,Detroit/Willow,-83.53,42.23
DTW,Detroit/Wayne,-83.33,42.23
DTX,Detroit/White Lk,-83.47,42.7
ONZ,Detroit/Grosse I,-83.15,42.1
DXO,Detroit/Vor,-83.37,42.22
DRM,Drummond Is,-83.75,46.0
ESC,Escanaba,-87.08,45.75
FNT,Flint,-83.75,42.97
FKS,Frankfort,-86.2,44.63
FFX,Fremont,-86.0,43.43
APX,Gaylord/Alpena,-84.72,44.9
GLR,Gaylord,-84.68,45.02
GRR,Grand Rapids,-85.52,42.88
GOV,Grayling Af,-84.73,44.68
SAW,Gwinn/Sawyer,-87.4,46.35
CMX,Hancock,-88.48,47.17
MGN,Harbor Springs,-84.92,45.43
C04,Hart/Shelby,-85.03,41.92
JYM,Hillsdale,-84.58,41.92
BIV,Holland,-86.1,42.75
HTL,Houghton Lake,-84.67,44.35
OZW,Howell,-83.97,42.62
Y70,Ionia,-85.07,42.93
IMT,Iron Mountain,-88.12,45.82
IWD,Ironwood,-90.12,46.52
JXN,Jackson/Reynolds,-84.47,42.27
AZO,Kalamazoo,-85.55,42.23
DUH,Lambertville,-83.65,41.73
LAN,Lansing,-84.58,42.78
D95,Lapeer,-83.27,43.07
LDM,Ludington/Mason,-86.4,43.97
MCD,Mackinac Island,-84.63,45.85
