ID,Name,lon,lat
NFL,Fallon Nas,-118.7,39.42
INS,Indian Springs,-115.67,36.58
L63,Ind Sprng Range,-115.57,36.52
LAS,Las Vegas,-115.17,36.07
LSV,Las Vegas/Nellis,-115.02,36.22
ESX,Las Vegas/Nelson,-114.88,35.7
HND,Vegas/Henderson,-115.13,35.97
VEF,Las Vegas/Wfo,-115.18,36.04
LOL,Lovelock,-118.57,40.07
MEV,Minden,-119.75,39.0
VGT,North Las Vegas,-115.2,36.22
RNO,Reno,-119.77,39.5
REV,Reno/Wfo,-119.8,39.57
RTS,Reno/Stead,-119.88,39.67
RGX,Reno/Washoe Cty,-119.47,39.75
FMG,Reno(Vor),-119.65,39.53
TPH,Tonopah,-117.08,38.04
BJN,Tonopah Range74,-116.27,37.61
9BB,Wells,-114.97,41.1
AWH,Wildhorse Res/El,-115.77,41.67
ILC,Wilson Creek,-114.38,38.25
WMC,Winnemucca,-117.8,40.9
YUC,Yucca Flats,-116.03,36.95
UCC,Yucca Flat,-116.05,36.95
P38,Caliente,-114.53,37.61
HTH,Hawthorne,-118.63,38.54
L76,Indian Springs,-115.57,36.53
06U,Jackpot,-114.65,41.98
OWY,Owyhee,-116.1,41.95
TNX,Tonopah Military,-116.77,37.78
ALB,Albany,-73.8,42.75
ENX,Albany/E. Berne,-74.06,42.58
ALY,Albany/Wfo,-73.8,42.75
GVQ,Batavia,-78.16666666666667,43.03333333333333
BGM,Binghamton,-75.98,42.22
OKX,Brookhaven/Upton,-72.87,40.86
BUF,Buffalo/Cheektow,-78.73,42.93
D38,Canandaigua,-77.31,42.9
N03,Cortland,-76.22,42.6
DSV,Dansville,-77.72,42.57
DKK,Dunkirk,-79.28,42.5
HTO,East Hampton,-72.25,40.95
ELM,Elmira,-76.9,42.15
CZG,Endicott/Tri-Cit,-76.09,42.08
FRG,Farmingdale,-73.42,40.72
TYX,Fort Drum/88D,-75.68,43.75
GTB,Fort Drum/Wheele,-75.72,44.07
FZY,Fulton,-76.38,43.35
GFL,Glens Falls,-73.62,43.33
VGC,Hamilton Municip,-75.56,42.85
HNK,Hancock Vor,-75.31,42.07
4G6,Hornell,-77.68,42.38
1B1,Hudson/Columbia,-73.72,42.28
ISP,Islip,-73.09,40.79
ITH,Ithaca/Tompkins,-76.45,42.47
JHW,Jamestown,-79.27,42.13
NY0,Johnstown,-74.33333333333333,43.0
JRB,Manhattan/Dwntwn,-74.02,40.7
MSS,Massena,-74.84,44.93
MTP,Montauk,-71.92,41.07
MGJ,Montgomery,-74.27,41.52
MSV,Monticello,-74.78,41.7
SWF,Newburgh/Stewart,-74.08,41.5
IAG,Niagara Falls,-78.93,43.12
OIC,Norwich,-75.52,42.57
JFK,Nyc/Jfk Arpt,-73.77,40.63
LGA,Nyc/La Guardia,-73.88,40.78
NYC,Nyc/Central Park,-73.97,40.78
ZNY,New York/Artcc,-73.09,40.79
OGS,Ogdensburg Intl,-75.47,44.67
OLE,Olean,-78.37,42.23
PEO,Penn Yan,-77.05,42.65
PLB,Plattsburgh,-73.53,44.68
PBG,Plattsburgh Afb,-73.47,44.65
PTD,Potsdam,-74.95,44.68
POU,Poughkeepsie,-73.88,41.63
ROC,Rochester,-77.68,43.12
RME,Rome/Griffiss Af,-75.4,43.22
SLK,Saranac Lake,-74.2,44.4
5B2,Saratoga Springs,-73.87,43.05
SCH,Schenectady Airp,-73.92,42.85
HWV,Shirley,-72.87,40.82
N23,Sidney,-75.42,42.3
6B9,Skaneateles,-76.45,42.92
SYR,Syracuse,-76.09,43.12
UCA,Utica,-75.38,43.15
ART,Watertown,-76.03,43.98
ELZ,Wellsville,-77.98,42.1
FOK,Westhampton Beac,-72.62,40.85
HPN,White Plains,-73.7,41.07
SDC,Williamson/Sodus,-77.12,43.23
N28,Ambrose,-73.18,40.45
1B8,Boonville,-75.34,43.45
COL,Colden,-78.68,42.67
COO,Cooperstown,-74.92,42.7
ELB,Ellenburg Depot,-73.8,44.9
MAL,Malone,-74.3,44.85
OZX,Oneonta,-75.15,42.38
N00,Fulton/Oswego Ct,-76.38,43.35
PIC,Piseco Lake,-74.53,43.45
SLD,Slide Mountain,-74.34,41.97
STM,Stormville,-73.73,41.53
WRS,Warsaw,-78.2,42.68
RMX,Griffiss Afb/88D,-75.45,43.47
AKR,Akron (Fulton),-81.47,41.03
CAK,Akron,-81.45,40.92
APE,Appleton,-82.58,40.15
HZY,Ashtabula,-80.7,41.78
UNI,Athens,-82.23,39.22
I69,Batavia,-84.22,39.08
AIR,Bellaire Vor,-80.81,40.02
EDJ,Bellefontaine,-83.82,40.36
CDI,Cambridge,-81.58333333333333,39.983333333333334
RZT,Chillicothe,-83.02,39.43
LUK,Cincinnat/Lunken,-84.42,39.1
BKL,Cleveland,-81.67,41.53
CLE,Cleveland,-81.84,41.42
CGF,Clevlnd/Cuyahoga,-81.47,41.57
ZOB,Cleveland/Artcc,-82.2,41.3
CMH,Columbus,-82.88,40.0
OSU,Columbus/St Univ,-83.08,40.08
TZR,Columbus/Bolton,-83.13,39.9
DAY,Dayton,-84.22,39.9
MGY,Dayton,-84.23,39.6
DFI,Defiance,-84.43,41.33
DLZ,Delaware,-83.12,40.28
FDY,Findlay,-83.67,41.02
FBC,Flag City,-83.67,41.02
HAO,Hamilton,-84.52,39.36
I67,Harrison,-84.77,39.27
LHQ,Lancaster,-82.67,39.75
I68,Lebanon,-84.25,39.47
AOH,Lima,-84.02,40.7
UYF,London,-83.47,39.93
LPR,Lorain/Elyria,-82.18,41.35
MFD,Mansfield,-82.52,40.82
MNN,Marion,-83.07,40.61
MRT,Marysville,-83.35,40.22
MWO,Middletown/Hook,-84.4,39.53
4I3,Mt Vernon/Knox,-82.53,40.33
PHD,New Philadelphia,-81.42,40.47
VTA,Newark,-82.47,40.02
OWX,Ottawa,-83.98,41.03
OXD,Oxford,-84.78333333333333,39.5
PCW,Port Clinton,-82.87,41.52
PMH,Portsmouth,-82.85,38.833333333333336
POV,Ravena/Portage,-81.25,41.22
LCK,Rickenbacker Ang,-82.92,39.82
ROD,Rosewood Vor,-84.03,40.28
SGH,Springfield Muni,-83.83,39.83
TDZ,Toledo,-83.48,41.57
TOL,Toledo,-83.8,41.58
VNW,Van Wert,-84.61666666666666,40.86666666666667
VES,Versailles,-84.53,40.2
AXV,Wapakoneta,-84.3,40.5
I23,Washington Court,-83.41666666666667,39.56666666666667
USE,Wauseon,-84.13,41.62
LNN,Willoughby,-81.37,41.67
ILN,Wilmington,-83.8,39.43
TIR,Wilmington/Rfc,-83.82,39.42
BJJ,Wooster,-81.88,40.86
FFO,Wright Paterson,-84.03,39.82
I19,Dayton/Greene Co,-83.98,39.7
YNG,Youngstown,-80.67,41.25
ZZV,Zanesville,-81.9,39.95
7G2,Ashtabula,-80.7,41.78
SHI,Ashtabula,-80.7,41.78
2I4,Columbus/Bolton,-83.13,39.9
I15,Lancaster,-82.65,39.75
22G,Lorain/Elyria,-82.18,41.35
2I8,Newark,-82.47,40.02
29G,Ravena/Portage,-81.25,41.22
ADH,Ada,-96.67,34.79
ADM,Ardmore,-97.02,34.28
1F0,Ardmore/Exec,-97.12,34.15
LTS,Altus Afb,-99.27,34.67
AXS,Altus/Quartz Mtn,-99.33,34.7
AVK,Alva,-98.67,36.77
AQR,Atoka,-96.15,34.4
BVO,Bartlesville,-96.02,36.77
BKN,Blackwell,-97.35,36.75
GCM,Claremore,-95.48,36.29
CQB,Chandler,-96.82,35.72
CHK,Chickasha,-97.97,35.1
CSM,Clinton,-99.2,35.35
CLK,Clinton,-98.93,35.53
CUH,Cushing,-96.77,35.95
DUC,Duncan,-97.97,34.47
DUA,Durant,-96.4,33.95
RQO,El Reno Muni,-98.0,35.47
ELK,Elk City,-99.4,35.43
END,Enid/Vance Afb,-97.92,36.32
WDG,Enid/Woodring,-97.77,36.36
FSI,Fort Sill,-98.4,34.65
FDR,Frederick/Altus,-98.98,34.35
GAG,Gage,-99.77,36.29
HHW,Hugo,-95.55,34.03
MMB,Mitbee/Gage,-99.77,36.29
GMJ,Grove,-94.73,36.6
GOK,Guthrie,-97.4,35.85
GUY,Guymon,-101.5,36.68
HBR,Hobart,-99.05,34.97
4O4,Idabel,-94.87,33.92
INX,Inola/Tulsa/88D,-95.57,36.18
LAW,Lawton,-98.42,34.54
HMY,Lexington,-97.23,35.03
MLC,Mcalester,-95.78,34.88
MKO,Muskogee,-95.37,35.65
OUN,Norman/Westheime,-97.47,35.25
WNS,Norman/Spc,-97.45,35.22
OKC,Oklahoma City,-97.6,35.38
PWA,Okla City/Wiley,-97.65,35.53
RCE,Okla City/Page,-97.82,35.47
HSD,Yukon/Sundance,-97.7,35.6
OKM,Okmulgee,-95.95,35.67
PVJ,Pauls Valley,-97.22,34.72
PNC,Ponca City,-97.1,36.72
RKR,Poteau (R Kerr),-94.62,35.02
JSV,Sallisaw,-94.8,35.43
OWP,Sand Springs,-96.15,36.18
SRE,Seminole,-96.68,35.27
SNL,Shawnee,-96.95,35.35
GZL,Stigler,-95.1,35.28
SWO,Stillwater,-97.08,36.17
TQH,Tahlequah,-95.0,35.93
TIK,Tinker Afb,-97.37,35.42
TUL,Tulsa,-95.88,36.2
RVS,Tulsa,-95.98,36.04
TSA,Tulsa/Wfo,-95.9,36.2
TUA,Tulsa/Rfc,-95.85,36.15
TLX,Twin Lakes/88D,-97.28,35.33
VNX,Vance/Kegelman,-98.13,36.72
JWG,Watonga,-98.42,35.86
OJA,Weatherford,-98.67,35.54
WWR,Woodward,-99.52,36.45
F28,El Reno Muni,-98.0,35.47
PGO,Page,-94.62,34.68
H45,Seminole,-96.68,35.27
PDX,Portland,-122.62,45.6
HIO,Hillsboro/Portld,-122.95,45.55
AST,Astoria,-123.88,46.15
UAO,Aurora,-122.77,45.25
BKE,Baker,-117.82,44.85
BDN,Bend,-121.2,44.1
BOK,Brookings,-124.28,42.07
BNO,Burns,-118.95,43.6
92S,Cape Blanco (Cgs,-124.57,42.83
CZK,Cascade Locks St,-121.87,45.67
3CL,Clatsop Spit,-124.02,46.23
CVO,Corvallis Muni A,-123.27,44.5
EUG,Eugene,-123.22,44.13
6S2,Florence Muni,-124.12,43.98
4S1,Gold Beach,-124.42,42.42
3S8,Grants Pass,-123.38333333333334,42.516666666666666
HRI,Hermiston,-119.27,45.83
4S2,Hood River,-121.53333333333333,45.666666666666664
MAX,Jackson Cty/Mfr,-122.72,42.08
GCD,John Day State,-118.97,44.38
IMB,Kimberly/Vor,-119.72,44.65
LMT,Klamath Falls,-121.72,42.15
LGD,La Grande,-118.0,45.27
LKV,Lakeview,-120.4,42.17
S33,Madras,-121.15,44.666666666666664
MMV,Mcminnville,-123.13,45.2
MEH,Meacham,-118.42,45.52
MFR,Medford,-122.87,42.38
OED,Medford(Vor),-122.87,42.38
JNW,Newport,-124.07,44.57
ONP,Newport,-124.03,44.57
OTH,North Bend,-124.25,43.42
ONO,Ontario,-117.02,44.02
PDT,Pendleton,-118.83,45.7
RTX,Portld/Scappoose,-122.97,45.72
PQR,Portland/Wfo,-122.53,45.57
PTR,Portland/Rfc,-122.6,45.6
S39,Prineville,-120.9,44.28
RDM,Redmond,-121.15,44.25
DSD,Redmond(Vor),-121.3,44.25
P88,Rome,-117.65,42.88
REO,Rome,-117.87,42.58
RRK,Rooster Rock,-122.97,45.55
RBG,Roseburg,-123.35,43.23
SLE,Salem,-123.0,44.9
SPB,Scappoose,-122.87,45.77
2SL,Sea Lion Caves,-124.13,44.12
SXT,Sexton Summit,-123.37,42.6
6K5,Sisters Eagleair,-121.53,44.3
DLS,The Dalles,-121.17,45.62
TMK,Tillamook,-123.82,45.42
TTD,Troutdale,-122.42,45.55
NMW,Astoria Cg,-123.88,46.15
3S2,Aurora State,-122.77,45.25
4BK,Brookings,-124.27,42.03
S22,Hermiston,-119.27,45.83
5J0,John Day State,-118.97,44.38
4LW,Lakeview,-120.35,42.22
PFC,Pacific City,-123.95,45.2
1S4,Scappoose,-122.87,45.77
S47,Tillamook,-123.82,45.42
ABE,Allentown,-75.45,40.65
XLL,Allentown Queen,-75.48,40.57
AOO,Altoona,-78.31,40.29
AVP,Avoca/Wilkes B.,-75.72,41.33
BVI,Beaver Falls Arp,-80.4,40.77
HMZ,Bedford,-78.52,40.08
BFD,Bradford,-78.63,41.8
BTP,Butler Co.,-79.95,40.77
FIG,Clearfield,-78.42,41.05
MQS,Coatesville,-75.87,39.97
DYL,Doylestown,-75.12,40.33
DUJ,Du Bois,-78.9,41.17
ETX,East Texas Vor,-75.68,40.58
EWC,Ellwood City Vor,-80.22,40.83
ERI,Erie,-80.18,42.08
RYT,Fountain Dale,-77.43,39.72
FKL,Franklin,-79.87,41.37
29D,Grove City,-81.17,41.15
CXY,Harrisburg,-76.84,40.22
HAR,Harrisburg,-77.06,40.29
HZL,Hazleton,-76.0,40.98
IDI,Indiana/Stewart,-79.08,40.61
JST,Johnstown,-78.83,40.32
LNS,Lancaster,-76.3,40.11
LBE,Latrobe/Westmorl,-79.4,40.27
22N,Lehighton,-75.77,40.82
LHV,Lock Haven,-77.42,41.13
GKJ,Meadville,-80.22,41.63
MDT,Middletown,-76.77,40.2
MPO,Mt. Pocono,-75.38,41.13
MUI,Muir Aaf/Indiant,-76.56,40.42
UCP,New Castle Muni,-80.42,41.03
CKZ,Perkasie,-75.28,40.38
PHL,Philadelphia,-75.23,39.86
PNE,Philadelphia/Ne,-75.02,40.08
LOM,Philly Wings F,-75.27,40.13
PSB,Philipsburg/Mid,-78.06,40.86
AGC,Pittsburgh/Alleg,-79.92,40.35
PIT,Pittsburgh,-80.27,40.5
PBZ,Pitt/Coraopolis,-80.22,40.53
PTW,Pottstown,-75.55,40.22
UKT,Quakertown Arp,-75.38,40.43
RDG,Reading,-75.97,40.36
RVL,Reedsville,-77.63333333333334,40.68333333333333
CCX,Rush/St College,-78.0,40.92
SEG,Selinsgrove,-76.87,40.82
SLT,Slate Run,-77.97,41.5
2G9,Somerset,-79.01666666666667,40.03333333333333
UNV,State College,-77.83,40.85
CTP,State Colleg/Wfo,-77.84,40.85
RHA,State Colleg/Rfc,-77.84,40.85
OYM,St Marys,-78.51666666666667,41.416666666666664
N27,Towanda,-76.45,41.73
AFJ,Washington,-80.27,40.11
OQN,West Chester,-75.58,39.97
IPT,Williamsport,-76.92,41.25
THV,York,-76.88,39.92
JVU,Allentown Queen,-75.48,40.57
N97,Clearfield,-78.42,41.05
40N,Coatesville,-75.87,39.97
HAW,Hawley,-75.17,41.48
2G6,Meadville,-80.2,41.62
7TB,Tobyhanna,-75.42,41.18
N38,Wellsboro,-77.4,41.73
NXX,Willow Grove Nas,-75.15,40.2
BID,Block Island,-71.58,41.17
OQU,N. Kingston/Quon,-71.42,41.6
UUU,Newport,-71.28,41.53
SFZ,Pawtucket,-71.5,41.92
PVD,Providence/Green,-71.43,41.72
WST,Westerly,-71.8,41.35
2B4,Newport,-71.28,41.53
1B6,Woonsocket,-71.52,41.92
AIK,Aiken,-81.68,33.65
AQX,Allendale,-81.27,33.0
AND,Anderson,-82.72,34.5
BNL,Barnwell,-81.38,33.25
NBC,Beaufort Mcas,-80.72,32.47
ARW,Beaufort Cnty,-80.63,32.42
MKS,Berkeley Moncks,-80.03,33.18
CDN,Camden Woodward,-80.56,34.28
CHS,Charleston,-80.03,32.9
CLX,Charleston/Grays,-81.05,32.65
JZI,Charleston/Exec,-80.0,32.7
CQW,Cheraw,-79.95,34.72
DCM,Chester Catawba,-81.2,34.78
CEU,Clemson,-82.88,34.67
IRQ,Colliers Vor,-82.17,33.72
CAE,Columbia,-81.12,33.93
CUB,Columbia-Owens,-81.0,33.97
HYW,Conway-Horry Cty,-79.12,33.83
UDG,Darlington Cnty,-79.88,34.45
FLO,Florence,-79.73,34.18
GGE,Georgetown,-79.31,33.32
GRD,Greenwood,-82.15,34.25
GSP,Greer/Spartansbg,-82.22,34.9
GMU,Greenville,-82.35,34.85
GYH,Greenville,-82.38,34.75
HVS,Hartsville,-80.12,34.4
HXD,Hilton Head,-80.7,32.22
CKI,Kingstree,-79.84,33.72
LKR,Lancaster,-80.84,34.72
LUX,Laurens,-81.95,34.5
MNI,Manning,-80.22,33.58
MAO,Marion,-79.33,34.18
BBP,Marlboro Cnty,-79.73,34.61
MMT,Mcentire Ang Bas,-80.78,33.92
LRO,Mount Pleasant,-79.78,32.9
MYR,Myrtle Beach,-78.92,33.67
CRE,North Myrtle Bea,-78.72,33.82
EOE,Newberry,-81.63,34.32
OGB,Orangeburg,-80.84,33.47
LQK,Pickens,-82.7,34.82
UZA,Rock Hill,-81.05,34.97
SSC,Shaw Afb/Sumter,-80.47,33.97
SPA,Spartanburg,-81.93,34.92
DYB,Summerville,-80.28,33.07
SMS,Sumter,-80.37,34.0
RBW,Walterboro,-80.63,32.92
FDW,Winnsboro,-81.12,34.32
IGC,Charleston Afb,-80.03,32.9
XAA,Grnvl/Dnldsn,-82.38,34.75
49J,Hilton Head,-80.7,32.22
29J,Rock Hill,-81.05,34.97
2PJ,Sumter/Poinsett,-80.48,33.85
XNO,North,-81.08333333333333,33.61666666666667
ABR,Aberdeen,-98.42,45.45
EFC,Belle Fourche,-103.87,44.72
6V5,Bison,-102.47,45.52
BTN,Britton,-97.75,45.82
BKX,Brookings,-96.82,44.28
2WX,Buffalo,-103.55,45.6
9V9,Chamberlain,-99.32,43.77
8D7,Clark,-97.72,44.9
CUT,Custer,-103.62,43.73
6E5,Desmet,-97.55,44.43
DPR,Dupree,-101.7,45.07
84D,Eagle Butte,-101.25,44.98
RCA,Ellsworth Afb,-103.08,44.13
D07,Faith,-102.02,45.03
3FU,Faulkton,-99.12,45.03
0D8,Gettysburg,-99.95,44.98
9D1,Gregory,-99.4,43.22
HSR,Hot Springs,-103.38,43.37
HON,Huron,-98.23,44.38
Y22,Lemmon,-102.17,45.92
MDS,Madison,-97.08,44.02
9V6,Martin,-101.72,43.17
1D1,Millbank,-96.57,45.23
MKA,Miller,-98.95,44.53
MHE,Mitchell,-98.02,43.77
MBG,Mobridge,-100.42,45.55
98D,Onida,-100.1,44.7
8V3,Parkston,-97.98,43.38
PHP,Philip,-101.6,44.05
PIR,Pierre,-100.28,44.38
IEN,Pine Ridge,-102.52,43.03
1D3,Platte,-98.83,43.4
UNR,Rapid City/Wfo,-103.2,44.07
RAP,Rapid City,-103.05,44.05
UDX,Rapid/N Underwod,-102.83,44.13
FSD,Sioux Falls,-96.75,43.58
8D3,Sisseton,-96.98,45.67
SPF,Spearfish/Clyde,-103.77,44.47
49B,Sturgis,-103.38,44.42
Y14,Tea,-96.8,43.45
VMR,Vermillion,-96.93,42.77
AGZ,Wagner,-98.3,43.07
6V4,Wall,-102.25,44.0
ATY,Watertown,-97.15,44.9
1D7,Webster,-97.52,45.3
4X4,Wessington Sprin,-98.53,44.07
ICR,Winner,-99.85,43.38
SFD,Winner,-99.85,43.38
YKN,Yankton,-97.37,42.92
BEL,Belle Fourche,-104.05,44.8
PAC,Jct Sd44 Us385,-103.52,44.1
EL0,Ellsworth I90,-103.08,44.12
WTA,Wasta I90,-102.48,44.08
SL0,Sheridan Lake Rd,-103.43,44.03
ED0,Edgemont Us18,-103.88,43.28
NE0,Sd-Wy Bordr Us85,-104.05,44.18
GLV,Glad Vly Sd20,-101.78,45.4
BAT,Batesland Us18,-102.1,43.13
LEM,Lemmon Us12,-102.18,45.93
ADR,Andover,-97.93,45.43
BVD,Belvidere,-101.13,43.9
BRA,Brandt,-96.85,44.68
CAC,Cactus Flats,-101.77,43.83
KAD,Kadoka,-101.83,43.87
FED,Frederick,-98.57,45.93
HRD,Harrold,-99.7,44.53
HER,Herried,-100.1,45.85
REL,Reliance,-99.57,43.87
SUM,Summit,-97.08,45.33
TLS,Tolstoy,-99.67,45.22
VIC,Victor,-96.87,45.9
VIV,Vivian,-100.37,44.23
0V1,Custer,-103.62,43.73
Y26,Mobridge,-100.43,45.53
P05,Philip,-101.65,44.07
REJ,Redig,-103.53,45.27
MMI,Athens/Mcminn,-84.57,35.4
M08,Bolivar/Whitehst,-89.05,35.22
TRI,Bristol,-82.4,36.47
CHA,Chattanooga,-85.2,35.03
GQO,Chattanooga Vor,-85.15,34.97
CKV,Clarksville,-87.42,36.61
RZR,Cleveland Reg.,-84.8,35.22
3M3,Collegedale,-85.02,35.04
MRC,Columbia,-87.18,35.54
M04,Covington Muni,-89.58,35.58
CSV,Crossville,-85.08,35.95
2A0,Dayton,-84.93333333333334,35.483333333333334
M01,Dewitt Spain/Mem,-90.05,35.2
M02,Dickson,-87.43,36.13
DYR,Dyersburg,-89.4,36.0
0A9,Elizabethton,-82.17,36.36
FYM,Fayetteville,-86.57,35.07
M52,Franklin Wilkins,-88.38,35.65
M33,Gallatin,-86.42,36.38
XNX,Gallatin,-86.41666666666667,36.38333333333333
GKT,Sevierville,-83.53,35.85
GCY,Greenville,-82.81666666666666,36.2
HMV,Holston Mtn Vor,-82.13,36.43
HZD,Huntingdon,-88.47,36.08
MKL,Jackson,-88.92,35.6
JAU,Jacksboro,-84.17,36.33
TYS,Knoxville,-83.98,35.82
DKX,Knoxville/Downto,-83.87,35.97
VXV,Knoxville Vor,-83.88,35.9
2M2,Lawrenceburg,-87.25,35.22
M54,Lebanon,-86.32,36.18
LUG,Lewisburg,-86.8,35.5
PVE,Lexington-Parson,-88.2,35.65
8A3,Livingston,-85.32,36.42
MNV,Madisonville,-84.38333333333334,35.55
RNC,Mcminnville,-85.85,35.7
MEM,Memphis,-89.98,35.07
MEG,Memphis/Wfo,-90.0,35.04
ZME,Memphis/Artcc,-89.98,35.04
NQA,Millington/88D,-89.87,35.35
2M8,Millington,-89.93,35.28
MOR,Morristown,-83.38,36.18
MRX,Morristown/Knox,-83.4,36.17
MBT,Murfreesboro,-86.38,35.88
BNA,Nashville,-86.68,36.11
JWN,Nashv/Jc Tune,-86.88,36.18
OQT,Oak Ridge,-84.23,36.02
OHX,Old Hickory/Nash,-86.57,36.25
SCX,Oneida,-84.58333333333333,36.45
PHT,Paris Henry Cty,-88.38,36.33
1M5,Portland,-86.48,36.6
GZS,Pulaski,-87.05,35.15
RKW,Rockwood,-84.68,35.92
SNH,Savannah Hardin,-88.22,35.17
SYI,Shelbyville,-86.45,35.57
MQY,Smyrna,-86.52,36.02
FYE,Somerville,-89.4,35.2
SRB,Sparta,-85.53,36.04
M91,Springfield,-86.91666666666667,36.53333333333333
THA,Tullahoma,-86.25,35.38
UCY,Union City,-88.98,36.38
BGF,Winchester,-86.07,35.18
MGL,Monteagle,-85.85,35.25
SZY,Selmer,-88.5,35.2
DFW,Dallas/Ft Worth,-97.02,32.9
ABI,Abilene,-99.68,32.42
ALI,Alice,-98.02,27.73
E38,Alpine-Casparis,-103.68,30.38
AMA,Amarillo,-101.72,35.22
E11,Andrews,-102.53,32.33
LBX,Angleton,-95.47,29.12
GKY,Arlington,-97.1,32.67
F44,Athens,-95.83,32.17
AUS,Austin,-97.68,30.18
EDC,Austin Exec,-97.57,30.4
ATT,Austin/Mabry,-97.77,30.32
BYY,Bay City,-95.87,28.97
BPT,Beaumont/Port Ar,-94.03,29.95
BMT,Beaumont,-94.22,30.07
BEA,Beeville Muni,-97.78,28.37
BPG,Big Spring,-101.52,32.22
BGD,Borger,-101.4,35.7
F00,Bonham,-96.18333333333334,33.61666666666667
0F2,Bowie,-97.78,33.6
BBD,Brady,-99.32,31.18
BKD,Breckenridge,-98.88,32.72
11R,Brenham,-96.37,30.22
XBP,Bridgeport,-97.83,33.18
BRO,Brownsville,-97.42,25.92
BWD,Brownwood,-98.95,31.8
CFD,Bryan,-96.33,30.72
BMQ,Burnet,-98.23,30.73
RWV,Caldwell,-96.7,30.52
HHF,Canadian,-100.4,35.9
T35,Cameron,-96.97,30.88
CZT,Carrizo Springs,-99.82,28.52
CVB,Castroville Muni,-98.85,29.35
F17,Center,-94.15,31.83
CWK,Centex (Austin),-97.53,30.38
CDS,Childress,-100.28,34.43
GZN,Cisco,-99.02,32.37
LBR,Clarksville,-95.07,33.6
CPT,Cleburne,-97.43,32.35
6R3,Cleveland Muni,-95.0,30.35
COM,Coleman Muni,-99.4,31.83
CLL,College Station,-96.37,30.58
66R,Columbus,-96.52,29.63
MKN,Comanche,-98.6,31.92
CXO,Conroe,-95.42,30.35
CRP,Corpus Christi,-97.5,27.77
NGP,C. Christi Nas,-97.27,27.68
CRS,Corsicana,-96.4,32.03
COT,Cotulla,-99.22,28.45
DKR,Crockett,-95.4,31.3
DHT,Dalhart,-102.55,36.02
DAL,Dallas/Love Fld,-96.85,32.85
ZFW,Dallas/Artcc,-97.07,32.83
RBD,Dallas/Redbird,-96.87,32.68
NBE,Dallas Nas/Hensl,-96.97,32.72
ADS,Dallas/Addison,-96.82,32.97
LUD,Decatur,-97.58,33.25
DRT,Del Rio,-100.92,29.37
DTO,Denton,-97.2,33.2
FTN,Dimmit,-100.02,28.22
6R6,Dryden,-102.22,30.05
DUX,Dumas/Moore Cty,-102.02,35.85
DYS,Dyess Afb/Abilen,-99.83,32.42
ELA,Eagle Lake,-96.32,29.6
ETN,Eastland,-98.82,32.42
EBG,Edinburg Intl,-98.13,26.45
ELP,El Paso,-106.38,31.82
BKS,Falfurrias,-98.12,27.2
BIF,Fort Bliss,-106.38,31.85
FST,Fort Stockton,-102.92,30.92
FTW,Fort Worth,-97.37,32.83
FWD,Fort Worth,-97.28,32.82
FWR,Fort Worth/Rfc,-97.3,32.83
FWS,Fort Worth/88D,-97.3,32.57
NFW,Fort Worth Nas,-97.43,32.78
T82,Fredericksburg,-98.92,30.25
AFW,Ft Worth/Allianc,-97.32,32.97
HLR,Ft Hood/Killeen,-97.72,31.13
GLS,Galveston,-94.87,29.27
GLE,Gainesville,-97.2,33.65
UVA,Uvalde/Garner F,-99.75,29.22
GOP,Gatesville,-97.8,31.42
GTU,Georgetown,-97.68,30.68
GYB,Giddings-Lee,-96.98,30.17
JXI,Gilmer Muni,-94.95,32.7
T20,Gonzales Muni,-97.47,29.52
RPH,Graham Muni,-98.55,33.11
GDJ,Granbury Muni,-97.82,32.45
GPM,Grand Prairie,-97.05,32.7
GVT,Greenville/Major,-96.07,33.07
GDP,Guadalupe Pass,-104.82,31.83
MNZ,Hamilton Muni,-98.15,31.67
HRL,Harlingen,-97.65,26.23
LHB,Hearne Muni,-96.62,30.87
HBV,Hebbronville,-98.73,27.35
RFI,Henderson Rusk C,-94.85,32.15
HRX,Hereford Muni,-102.33,34.86
INJ,Hillsboro,-97.1,32.08
HDO,Hondo,-99.17,29.37
DZB,Horseshoe Bay,-98.37,30.53
DWH,Houston/Dw Hooks,-95.55,30.07
HOU,Houston/Hobby,-95.28,29.63
LVJ,Houston,-95.25,29.52
TME,Houston Exec,-95.9,29.8
IAH,Houston/Intnl,-95.37,30.0
HGX,Houston/Dickinsn,-95.08,29.47
EFD,Houston/Ellingto,-95.17,29.6
SGR,Houston/Sugar La,-95.65,29.62
ZHU,Houston/Artcc,-95.28,29.65
MCJ,Houston/Univ,-95.4,29.72
AXH,Houston/Southwst,-95.48,29.52
IWS,West Houston,-95.67,29.82
TFP,Ingleside/Tp Mcc,-97.22,27.92
T43,Ingleside/Tp Mcc,-97.22,27.92
WNJ,Johnson Space C,-95.28,29.63
UTS,Huntsville,-95.58,30.75
JSO,Jacksonville,-95.22,31.87
JAS,Jasper,-94.03,30.88
JCT,Junction,-99.77,30.5
SKF,Kelly Afb,-98.57,29.37
GRK,Gray/Ft Hood,-97.83,31.07
ERV,Kerrville,-99.08,29.98
CWC,Kickapoo,-98.48,33.85
ILE,Killeen Muni,-97.67,31.07
NQI,Kingsville Nas,-97.82,27.5
IKG,Kingsville,-98.03333333333333,27.55
3T5,La Grange,-96.95,29.9
RYW,Lago Vista,-97.97,30.5
