,timestamp,station_id,max_gust,lon,lat
0,2023-05-26 00:39:00,TWF,28.0,-114.48,42.48
1,2023-05-26 02:42:00,TCC,53.0,-103.6,35.18
2,2023-05-26 02:56:00,TCC,65.0,-103.6,35.18
3,2023-05-26 03:00:00,TCC,65.0,-103.6,35.18
4,2023-05-26 03:17:00,TCC,46.0,-103.6,35.18
5,2023-05-26 09:15:00,CVS,36.0,-103.32,34.36
6,2023-05-26 09:15:00,CVN,34.0,-103.07,34.42
